"Number","User","Date Submitted","Country","Source URL","Device","Browser","OS","Hotjar User ID","Response URL","Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)","Where did you first hear about us?","session_id","variationIds","Tags for: Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)","Tags for: Where did you first hear about us?","Sentiment for: Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)"
"18026","4767bf24","2025-05-05 11:59:41","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RLNeREaztidwX1v1oG6jecb&payment_intent_client_secret=pi_3RLNeREaztidwX1v1oG6jecb_secret_bOucNqkAB9HZDeHQZtO4jxUBi&redirect_status=succeeded","phone","Samsung Internet 27.0","Android 10","4767bf24-8f17-5ef9-b89a-e60cc8d46e0a","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892274572","Nothing","","906e4377-845a-41f4-8acc-7fa91010fc00","","","",""
"18025","d33fdc21","2025-05-05 10:26:35","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RLMDTEaztidwX1v1n6GxZu5&payment_intent_client_secret=pi_3RLMDTEaztidwX1v1n6GxZu5_secret_rfOzvJWckSsg2H3qYYF8BQCTO&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","d33fdc21-cebc-5a92-8394-5d7eadae4904","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892259370","Nothing","","ee17e8d8-8363-457d-9c21-ceab6a541dfb","","","",""
"18024","a12bf0d4","2025-05-05 09:40:38","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RLLSKEaztidwX1v0icJbDkF&payment_intent_client_secret=pi_3RLLSKEaztidwX1v0icJbDkF_secret_SVl9Ei0rnwxcGoSkEedoiKcV7&redirect_status=succeeded","phone","Mobile Safari 18.1.1","iOS 18.1.1","a12bf0d4-f3b4-5dde-8d1c-8a7d179545d4","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892252605","Nothing, just checking it was the one we wanted.","","6b4ef5af-e19d-47a9-85e3-70454f898d38","","","",""
"18023","a9f917a0","2025-05-04 21:34:28","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/527308","phone","Chrome Mobile 135.0.0","Android 10","a9f917a0-57f3-5f7a-9fd3-139f7df6d2c5","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892189131","N/a","","bc4397d8-0c58-4118-b6d7-0ed9760fd7d4","","","",""
"18022","f590983e","2025-05-04 18:25:30","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/527180?token=674f9841-cea4-4eec-9c4b-a62d99e49151&status=success&signature=90d1b39edaf737bdf26fa96a75517c295c766db32ef65ffa118550f1a9089e96","phone","Mobile Safari 18.4","iOS 18.4.1","f590983e-4557-5ee8-8230-2f1551870af8","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892167224","Very quick and easy","","56ee0717-3a06-40e5-939c-4e370c2ce644","","","",""
"18021","8607a9f2","2025-05-04 17:05:56","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RL5xZEaztidwX1v1kbyMhnm&payment_intent_client_secret=pi_3RL5xZEaztidwX1v1kbyMhnm_secret_Y4L4B82rpbVlkQ3L9L3QGoFmL&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","8607a9f2-15b6-5a84-8577-39844c66b7f6","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892156954","Just didn’t know if I wanted to or not but I just went for it","","b4e3e303-3333-4202-b133-8f2cadb6df55","","","",""
"18020","8dd2d012","2025-05-04 16:03:18","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RL4ykEaztidwX1v0Ppcq9IM&payment_intent_client_secret=pi_3RL4ykEaztidwX1v0Ppcq9IM_secret_b9FbgdYkqGCb9aTcWwTkkjwnt&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","8dd2d012-4024-5f7e-9bec-9ec1f6afaeff","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892148678","your prices!","","0b754805-94ff-4da6-bad1-096b38c43fa1","","","",""
"18019","78baf9d5","2025-05-04 14:57:27","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/527110","desktop","Safari 18.4","Mac OS X 10.15.7","78baf9d5-c2bb-539c-865f-68abda8ee070","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892140173","Nothing","","c0d1e663-09a6-4f04-a143-30928ae87de2","","","",""
"18018","efb32a0b","2025-05-04 14:49:50","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/527112?token=214d5138-5538-4f0a-982f-434fd3751372&status=success&signature=a1c25965462469810e430d95abdf30a2a455c48d32efef2e0a24c9ea1e18050a","phone","Mobile Safari 18.4","iOS 18.4.1","efb32a0b-d807-5959-8b7b-e22cda42a782","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892139209","Nothing it was easy","","55607c90-0006-4afd-aab9-7cc57583b3a1","","","",""
"18017","c4ecf131","2025-05-04 13:25:10","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/527082?token=3cf90633-18d6-4f32-a7f9-7ea376dbb7c3&status=success&signature=3fcb7198ace7175ae0b9da0aab936c059282249161f6e444cd26edf78c4c22d0","desktop","Edge 135.0.0","Windows 10","c4ecf131-77f9-51c6-ab60-dab22c86072f","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892128824","price of receiving the plates physically","","82af004d-34fd-45d5-b858-11675cfae6ba","","","",""
"18016","f6e24c22","2025-05-04 11:20:35","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/527052?token=c90a72ba-7a33-4a61-b1c8-11587089b9d6&status=success&signature=b21baf97f7374306269fddcba587cbfd88653f97aa29b5ac85720adb403bc8a8","phone","Mobile Safari 18.4","iOS 18.4.1","f6e24c22-919e-57d1-811f-a3485e2f3100","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892113317","Sweet","","078bbbc0-4e7e-4273-8fec-8025d965e128","","","",""
"18015","6c4f5458","2025-05-04 11:05:10","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/527042?token=70797ab7-1f7c-45b2-ab29-0cd071c3dcab&status=success&signature=9e67fde0cedfd94f78d95ea98c959bdc2e455eb3d88f4bbd26a62ff89dd51ee1","phone","Mobile Safari 18.1.1","iOS 18.1.1","6c4f5458-35a3-5ccc-ac28-c53ec7c8778f","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892111506","Nothing","","17a45af6-b360-4b07-b6bd-8bb727eb351f","","","",""
"18014","919538d9","2025-05-04 11:04:11","Spain","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RL0KdEaztidwX1v0Liejb5s&payment_intent_client_secret=pi_3RL0KdEaztidwX1v0Liejb5s_secret_HMrXw1rrw6Mq5QNzTel3BqnS6&redirect_status=succeeded","phone","Google 366.0.751101837","iOS 18.3.2","919538d9-b0bc-50c8-a926-c5858b5aa5ef","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892111425","Price","","d40f4674-67ae-47b9-b065-30cdf05a5c53","","","",""
"18013","83e01c4d","2025-05-04 08:56:45","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKyJPEaztidwX1v0Ovtc2G8&payment_intent_client_secret=pi_3RKyJPEaztidwX1v0Ovtc2G8_secret_6grF3W6cCJwkiUvbdDeMb8jxF&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","83e01c4d-72a2-57dd-9bc8-1cb1f3dc307b","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892096041","All the extra fees","","8527ce5d-fbbd-456e-ad0f-322273e43523","","","",""
"18012","29e9901e","2025-05-03 22:50:53","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKorXEaztidwX1v1Rm47Wf9&payment_intent_client_secret=pi_3RKorXEaztidwX1v1Rm47Wf9_secret_cnEW5bazc7MrOaE7MYFaNouWk&redirect_status=succeeded","desktop","Chrome 136.0.0","Windows 10","29e9901e-8c7e-5a5d-81c3-d80697b9283a","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892059002","Good","","fb4040c0-385a-429d-a1ed-a69c83b9b1cc","","","",""
"18011","55e00de7","2025-05-03 20:46:46","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKmmpEaztidwX1v1rdEcCPl&payment_intent_client_secret=pi_3RKmmpEaztidwX1v1rdEcCPl_secret_g9v3wdpL24wNeOJeplCqv9Wnz&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","55e00de7-1116-5212-8c11-84b980824bc1","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892048588","It made hard to get the plate","","a619fe1e-165d-4087-b184-d97b61ba03f0","","","",""
"18010","8d7c35f5","2025-05-03 18:38:38","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKkvsEaztidwX1v1xat9WPB&payment_intent_client_secret=pi_3RKkvsEaztidwX1v1xat9WPB_secret_MmrOKRHxBJDUwkXCSUg6baudi&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","8d7c35f5-6a61-5aa4-9a6c-c817da204380","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892034580","Price with everything added on","","57eecfea-7cd2-49ed-8507-85e160482ef5","","","",""
"18009","a595e30f","2025-05-03 17:58:02","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKkIrEaztidwX1v0EJlzHcn&payment_intent_client_secret=pi_3RKkIrEaztidwX1v0EJlzHcn_secret_mz5I34A4sa28R8Z4DAKlifB97&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","a595e30f-efe5-5ed5-a3c9-c40308f326fa","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892029941","Absolutely nothing. Site was easy to use throughout the journey","","5b7ff28b-9fd3-4fa8-80e6-22b776b11e97","","","",""
"18008","cd23dca2","2025-05-03 17:29:29","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKjrpEaztidwX1v0vqXMq0t&payment_intent_client_secret=pi_3RKjrpEaztidwX1v0vqXMq0t_secret_qiPVStHCNx1nYA5gOR091qFyj&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","cd23dca2-aec7-5379-ba96-6dde347d09ec","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892026611","Nothing..all good.","","46af5b08-1202-4818-835c-550d485be2ce","","","",""
"18007","8132745f","2025-05-03 16:07:16","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526806?token=ec48405f-28d7-4c00-853d-282d2a821aea&status=success&signature=59b6ad189987cd772ea139ea0e9f1571a1abb6f5f6e6c5133b3374916e62493a","phone","Chrome Mobile 135.0.0","Android 10","8132745f-f2c7-54b0-bc3f-27b655c76511","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892016700","Add on costs","","9ec42c16-6312-49d4-a47e-9c3e6c309f33","","","",""
"18006","f2305c92","2025-05-03 16:01:38","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/526813","phone","Google 366.0.751101837","iOS 18.3.2","f2305c92-cf8b-5d46-9de0-724d298e33f2","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=892015996","It’s for a 40th birthday present and we want it to be a surprise.","","019fa5c0-2bbd-424c-be4e-9dd7e5bb5ca9","","","",""
"18005","703147be","2025-05-03 10:58:45","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKdjiEaztidwX1v0GntTh91&payment_intent_client_secret=pi_3RKdjiEaztidwX1v0GntTh91_secret_Ezlq2AQKe21vkjeOAvAXu0k6H&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","703147be-cbbe-5898-ac31-7279a0f07bcc","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891979432","Total price was double the fee after searching for just the reg number.","","b10945bb-678a-4d9b-b0d6-d145e2bce1f1","","","",""
"18004","b13d30e6","2025-05-03 09:13:28","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/526704","phone","Chrome Mobile 135.0.0","Android 10","b13d30e6-6176-54a6-aeb1-8852abf3e148","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891969469","Nothing","","3fd3897e-144b-43cf-88da-ea3fb93bcb33","","","",""
"18003","9bec17b5","2025-05-03 08:56:07","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526695?token=10c34094-07d3-4e6d-ba34-75f7ad87b6a6&status=success&signature=8e09114f0d000f46a83cf98bf74398b8929c13ea5c91931b4851cf87514c8501","phone","Samsung Internet 28.0","Android 10","9bec17b5-525e-53ac-b5ad-aaea2b84588c","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891967831","Just all the form filling out and verify you have to go through","","11138e63-be4a-45f2-a206-e4d69392af4b","","","",""
"18002","5678d282","2025-05-03 08:52:22","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526698?token=b935407f-38f4-4c07-ac59-e4f183963bbb&status=success&signature=392ca61b0ab8bfac08c8b8f6acbe24e4cc5a09a72917059beceea430705d6113","phone","Chrome Mobile 135.0.0","Android 10","5678d282-e803-52e9-bbeb-d46bd8bf3f2d","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891967510","Nothing, I'm very happy with the whole purchase","","ecf15f0d-96fa-4beb-9589-e45f349884b3","","","",""
"18001","847e3ee4","2025-05-03 07:12:57","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526682?token=fdc4c284-c7ff-4956-8311-94d70729c24e&status=success&signature=726df4b96f9df138ff734d51bc421f220ccf32abb52752cd4cf72a1392a30e9f","phone","Mobile Safari 18.3.1","iOS 18.3.2","847e3ee4-b5c8-5ac3-b679-362c88e3d1bf","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891959111","The build up of costs number I wanted 165 then 80 the 40 then this and that if we have to pay it show it straight off","","4b871c74-5169-4679-b454-005e749a4751","","","",""
"18000","f3b5986c","2025-05-03 07:05:05","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKZyuEaztidwX1v1d4dc3v3&payment_intent_client_secret=pi_3RKZyuEaztidwX1v1d4dc3v3_secret_zfMsrpniIzg6ikTlLTqzqzgZX&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","f3b5986c-f790-5672-b522-026b4a98c266","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891958476","Nice","","cafd0856-4c26-4ba6-b9a8-d7c161ee48ea","","","",""
"17999","64046ecc","2025-05-03 06:48:10","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526674?token=91a926f2-ce9a-4462-9e60-ee5f6c54247f&status=success&signature=527f8f709a8f6a7ad175999a4e71954acdd3c9a6c4dfb22dfbacea295a555e93","phone","Chrome Mobile 135.0.0","Android 10","64046ecc-b5b1-510b-a362-b05b76711b49","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891957229","Aa","","69cb1f43-6588-455b-ae12-4ea8c247aaca","","","",""
"17998","61b7417d","2025-05-02 21:52:07","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKRRhEaztidwX1v0msQtDD3&payment_intent_client_secret=pi_3RKRRhEaztidwX1v0msQtDD3_secret_G4kL70oWrHcFlDEMetLPrJQZL&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","61b7417d-c7f4-52fa-831b-397f1cf866d0","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891920658","Only bought as I was sent a promo code","","2c87c3cd-c1a0-49fc-a093-67eefb7c890c","","","",""
"17997","e47b6360","2025-05-02 21:45:02","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/526615?token=20086303-5b82-4e08-a4be-cfd7d96c1d31&status=success&signature=f207440c9461974a047df07f8ad42e1f908629983d518bc173f7f8dee1505f97","phone","Mobile Safari 18.4","iOS 18.4.1","e47b6360-3c82-5df9-b82e-97aa6894ff86","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891919785","Good","","6b8ccb4e-ce09-43fd-96e3-f101cd0bc1ac","","","",""
"17996","e1f7822d","2025-05-02 20:25:10","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKQ5EEaztidwX1v16HXSAsZ&payment_intent_client_secret=pi_3RKQ5EEaztidwX1v16HXSAsZ_secret_cEq8dfQ4E8b8KfTXqcbTqVyC8&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","e1f7822d-56ae-536e-854d-71f99c6fc11b","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891909110","Nothing","","e79fa931-070a-4b69-b608-4d13adaac4f0","","","",""
"17995","33b155a3","2025-05-02 19:59:29","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKPijEaztidwX1v1jeKZ0TX&payment_intent_client_secret=pi_3RKPijEaztidwX1v1jeKZ0TX_secret_rYYrtSUKPGbamm12i9zjzGWwk&redirect_status=succeeded","phone","Mobile Safari 18.4","iOS 18.4.1","33b155a3-495c-5ffb-b1f8-6880ce57ab52","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891905333","Just wasn’t sure on spending £300 on a reg","","6a9e0ae0-3306-43e0-a42e-eca27209094b","","","",""
"17994","481f46ff","2025-05-02 18:56:46","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/526540","phone","Chrome Mobile 135.0.0","Android 10","481f46ff-e9c2-5b06-b40b-e11b441f9187","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891895044","Good","","ed1ef9ac-2391-4afe-9beb-a42aae3ab94c","","","",""
"17993","4755b9fe","2025-05-02 16:48:28","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RKMhlEaztidwX1v1vgJb1q4&payment_intent_client_secret=pi_3RKMhlEaztidwX1v1vgJb1q4_secret_G9dsYbrvBGxszhd44PtVhC6JW&redirect_status=succeeded","desktop","Safari 18.5","Mac OS X 10.15.7","4755b9fe-7724-513e-8aa9-77f7137d8d56","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=891872484","The cost of transfer, my friend got a 50% discount.  I didn't","","e8d616ad-5c62-465d-842a-6a3906ee2cd7","","","",""
